precinct_id,year,office,party,votes,county,precinct_name,registered,turnout_eligible
270010005,2022,US_HOUSE,REP,500,Aitkin,Aitkin,1298,876
270010010,2022,US_HOUSE,REP,349,Aitkin,Aitkin Twp,622,498
270010015,2022,US_HOUSE,REP,89,Aitkin,Ball Bluff Twp,200,143
270010020,2022,US_HOUSE,REP,10,Aitkin,Balsam Twp,24,19
270010025,2022,US_HOUSE,REP,16,Aitkin,Beaver Twp,52,35
270010030,2022,US_HOUSE,REP,51,Aitkin,Clark Twp,97,87
270010035,2022,US_HOUSE,REP,16,Aitkin,Cornish Twp,44,35
270010038,2022,US_HOUSE,REP,14,Aitkin,Unorg 47-24 (Davidson Unorg),36,24
270010040,2022,US_HOUSE,REP,479,Aitkin,Farm Island Twp,921,728
270010045,2022,US_HOUSE,REP,129,Aitkin,Fleming Twp,246,191
270010050,2022,US_HOUSE,REP,188,Aitkin,Glen Twp,380,300
270010055,2022,US_HOUSE,REP,63,Aitkin,Haugen Twp,125,95
270010060,2022,US_HOUSE,REP,329,Aitkin,Hazelton Twp,683,491
270010065,2022,US_HOUSE,REP,103,Aitkin,Hill City,317,174
270010070,2022,US_HOUSE,REP,139,Aitkin,Hill Lake Twp,302,210
270010075,2022,US_HOUSE,REP,84,Aitkin,Idun Twp,148,111
270010080,2022,US_HOUSE,REP,143,Aitkin,Jevne Twp,254,195
270010082,2022,US_HOUSE,REP,9,Aitkin,Unorg 45-24 (Jewett Unorg),23,15
270010085,2022,US_HOUSE,REP,74,Aitkin,Kimberly Twp,137,112
270010090,2022,US_HOUSE,REP,227,Aitkin,Lakeside Twp,416,323
270010095,2022,US_HOUSE,REP,25,Aitkin,Lee Twp,34,26
270010100,2022,US_HOUSE,REP,11,Aitkin,Libby Twp E,19,14
270010105,2022,US_HOUSE,REP,7,Aitkin,Libby Twp W,21,15
270010110,2022,US_HOUSE,REP,60,Aitkin,Logan Twp,143,100
270010115,2022,US_HOUSE,REP,16,Aitkin,Mcgrath,30,20
270010120,2022,US_HOUSE,REP,65,Aitkin,Mcgregor,180,104
270010125,2022,US_HOUSE,REP,37,Aitkin,Mcgregor Twp,67,48
270010130,2022,US_HOUSE,REP,50,Aitkin,Macville Twp,111,81
270010132,2022,US_HOUSE,REP,16,Aitkin,Millward Twp,41,31
270010135,2022,US_HOUSE,REP,147,Aitkin,Malmo Twp,274,206
270010140,2022,US_HOUSE,REP,55,Aitkin,Morrison Twp,111,82
270010145,2022,US_HOUSE,REP,444,Aitkin,Nordland Twp,808,678
270010150,2022,US_HOUSE,REP,33,Aitkin,Palisade,96,66
270010155,2022,US_HOUSE,REP,43,Aitkin,Pliny Twp,66,52
270010160,2022,US_HOUSE,REP,42,Aitkin,Rice River Twp,86,63
270010165,2022,US_HOUSE,REP,21,Aitkin,Salo Twp,55,37
270010170,2022,US_HOUSE,REP,24,Aitkin,Seavey Twp,41,27
270010175,2022,US_HOUSE,REP,458,Aitkin,Shamrock Twp,957,730
270010180,2022,US_HOUSE,REP,38,Aitkin,Spalding Twp,130,70
270010185,2022,US_HOUSE,REP,213,Aitkin,Spencer Twp,391,317
270010190,2022,US_HOUSE,REP,13,Aitkin,Tamarack,39,20
270010195,2022,US_HOUSE,REP,49,Aitkin,Turner Twp,126,84
270010200,2022,US_HOUSE,REP,16,Aitkin,Verdon Twp,31,28
270010205,2022,US_HOUSE,REP,118,Aitkin,Wagner Twp,219,168
270010210,2022,US_HOUSE,REP,133,Aitkin,Waukenabo Twp,257,193
270010215,2022,US_HOUSE,REP,115,Aitkin,Wealthwood Twp,233,169
270010220,2022,US_HOUSE,REP,12,Aitkin,White Pine Twp,29,14
270010225,2022,US_HOUSE,REP,51,Aitkin,Williams Twp,92,70
270010230,2022,US_HOUSE,REP,95,Aitkin,Workman Twp,167,133
270010240,2022,US_HOUSE,REP,3,Aitkin,Ne Aitkin Unorg,7,5
270010250,2022,US_HOUSE,REP,123,Aitkin,Nw Aitkin Unorg,250,192
270030005,2022,US_HOUSE,REP,1201,Anoka,Andover P-1,2410,1790
270030010,2022,US_HOUSE,REP,891,Anoka,Andover P-2,2102,1519
270030015,2022,US_HOUSE,REP,903,Anoka,Andover P-3,2032,1465
270030020,2022,US_HOUSE,REP,743,Anoka,Andover P-4,1933,1324
270030025,2022,US_HOUSE,REP,864,Anoka,Andover P-5,2003,1424
270030030,2022,US_HOUSE,REP,1270,Anoka,Andover P-6,2489,1868
270030035,2022,US_HOUSE,REP,1210,Anoka,Andover P-7,2807,2026
270030040,2022,US_HOUSE,REP,796,Anoka,Andover P-8,1684,1241
270030045,2022,US_HOUSE,REP,1016,Anoka,Andover P-9,2338,1723
270030050,2022,US_HOUSE,REP,1113,Anoka,Andover P-10,2775,1953
270030105,2022,US_HOUSE,REP,290,Anoka,Anoka P-1,1125,659
270030110,2022,US_HOUSE,REP,409,Anoka,Anoka P-2,1361,852
270030115,2022,US_HOUSE,REP,468,Anoka,Anoka P-3,1432,901
270030120,2022,US_HOUSE,REP,401,Anoka,Anoka P-4,1315,918
270030125,2022,US_HOUSE,REP,391,Anoka,Anoka P-5,1196,848
270030130,2022,US_HOUSE,REP,533,Anoka,Anoka P-6,1704,1075
270030135,2022,US_HOUSE,REP,422,Anoka,Anoka P-7,1335,836
270030140,2022,US_HOUSE,REP,414,Anoka,Anoka P-8,1201,855
270030205,2022,US_HOUSE,REP,132,Anoka,Bethel P-1,309,185
270030305,2022,US_HOUSE,REP,359,Anoka,Blaine W-1 P-1,1030,694
270030310,2022,US_HOUSE,REP,643,Anoka,Blaine W-1 P-2,2058,1392
270030315,2022,US_HOUSE,REP,506,Anoka,Blaine W-1 P-3,1596,1084
270030320,2022,US_HOUSE,REP,431,Anoka,Blaine W-1 P-4,1343,892
270030325,2022,US_HOUSE,REP,477,Anoka,Blaine W-1 P-5,1537,925
270030330,2022,US_HOUSE,REP,359,Anoka,Blaine W-1 P-6,1344,754
270030335,2022,US_HOUSE,REP,421,Anoka,Blaine W-1 P-7,1351,845
270030340,2022,US_HOUSE,REP,696,Anoka,Blaine W-1 P-8,1879,1332
270030345,2022,US_HOUSE,REP,515,Anoka,Blaine W-1 P-9,1754,1059
270030405,2022,US_HOUSE,REP,391,Anoka,Blaine W-2 P-1,1491,862
270030410,2022,US_HOUSE,REP,624,Anoka,Blaine W-2 P-2,1950,1279
270030415,2022,US_HOUSE,REP,631,Anoka,Blaine W-2 P-3,1977,1310
270030420,2022,US_HOUSE,REP,604,Anoka,Blaine W-2 P-4,1588,1145
270030425,2022,US_HOUSE,REP,544,Anoka,Blaine W-2 P-5,1540,1047
270030430,2022,US_HOUSE,REP,819,Anoka,Blaine W-2 P-6,2039,1495
270030435,2022,US_HOUSE,REP,626,Anoka,Blaine W-2 P-7,1531,1167
270030440,2022,US_HOUSE,REP,622,Anoka,Blaine W-2 P-8,1469,1113
270030445,2022,US_HOUSE,REP,516,Anoka,Blaine W-2 P-9,1354,974
270030505,2022,US_HOUSE,REP,732,Anoka,Blaine W-3 P-1,2095,1419
270030510,2022,US_HOUSE,REP,296,Anoka,Blaine W-3 P-2,1324,737
270030515,2022,US_HOUSE,REP,640,Anoka,Blaine W-3 P-3,1875,1272
270030520,2022,US_HOUSE,REP,573,Anoka,Blaine W-3 P-4,1772,1099
270030525,2022,US_HOUSE,REP,695,Anoka,Blaine W-3 P-5,1837,1322
270030530,2022,US_HOUSE,REP,598,Anoka,Blaine W-3 P-6,1865,1318
270030535,2022,US_HOUSE,REP,945,Anoka,Blaine W-3 P-7,2459,1778
270030540,2022,US_HOUSE,REP,570,Anoka,Blaine W-3 P-8,1832,1265
270030605,2022,US_HOUSE,REP,1158,Anoka,Centerville P-1,2736,2009
270030705,2022,US_HOUSE,REP,464,Anoka,Circle Pines P-1,1254,888
270030710,2022,US_HOUSE,REP,696,Anoka,Circle Pines P-2,2098,1529
270030805,2022,US_HOUSE,REP,330,Anoka,Columbia Heights P-1,2052,1169
270030810,2022,US_HOUSE,REP,346,Anoka,Columbia Heights P-2,1761,1053
270030815,2022,US_HOUSE,REP,295,Anoka,Columbia Heights P-3,1433,941
270030820,2022,US_HOUSE,REP,277,Anoka,Columbia Heights P-4,1681,852
270030825,2022,US_HOUSE,REP,334,Anoka,Columbia Heights P-5,1509,1011
270030830,2022,US_HOUSE,REP,336,Anoka,Columbia Heights P-6,1208,896
270030835,2022,US_HOUSE,REP,288,Anoka,Columbia Heights P-7,1197,759
270030840,2022,US_HOUSE,REP,331,Anoka,Columbia Heights P-8,1312,840
270030905,2022,US_HOUSE,REP,1497,Anoka,Columbus P-1,3032,2295
270031005,2022,US_HOUSE,REP,917,Anoka,Coon Rapids W-1 P-1,2686,1936
270031010,2022,US_HOUSE,REP,796,Anoka,Coon Rapids W-1 P-2,2307,1607
270031015,2022,US_HOUSE,REP,698,Anoka,Coon Rapids W-1 P-3,2108,1402
270031020,2022,US_HOUSE,REP,397,Anoka,Coon Rapids W-1 P-4,1377,840
270031105,2022,US_HOUSE,REP,620,Anoka,Coon Rapids W-2 P-1,1923,1391
270031110,2022,US_HOUSE,REP,481,Anoka,Coon Rapids W-2 P-2,1354,949
270031115,2022,US_HOUSE,REP,643,Anoka,Coon Rapids W-2 P-3,2015,1378
270031120,2022,US_HOUSE,REP,383,Anoka,Coon Rapids W-2 P-4,1169,820
270031125,2022,US_HOUSE,REP,441,Anoka,Coon Rapids W-2 P-5,1601,947
270031205,2022,US_HOUSE,REP,504,Anoka,Coon Rapids W-3 P-1,1714,1050
270031210,2022,US_HOUSE,REP,518,Anoka,Coon Rapids W-3 P-2,1761,1069
270031215,2022,US_HOUSE,REP,487,Anoka,Coon Rapids W-3 P-3,1872,1092
270031220,2022,US_HOUSE,REP,458,Anoka,Coon Rapids W-3 P-4,1767,996
270031305,2022,US_HOUSE,REP,604,Anoka,Coon Rapids W-4 P-1,1833,1240
270031310,2022,US_HOUSE,REP,553,Anoka,Coon Rapids W-4 P-2,1927,1240
270031315,2022,US_HOUSE,REP,514,Anoka,Coon Rapids W-4 P-3,1795,1193
270031320,2022,US_HOUSE,REP,767,Anoka,Coon Rapids W-4 P-4,2333,1607
270031405,2022,US_HOUSE,REP,590,Anoka,Coon Rapids W-5 P-1,1865,1206
270031410,2022,US_HOUSE,REP,697,Anoka,Coon Rapids W-5 P-2,2337,1470
270031415,2022,US_HOUSE,REP,291,Anoka,Coon Rapids W-5 P-3,1228,727
270031420,2022,US_HOUSE,REP,154,Anoka,Coon Rapids W-5 P-4,736,358
270031425,2022,US_HOUSE,REP,438,Anoka,Coon Rapids W-5 P-5,1576,1066
270031505,2022,US_HOUSE,REP,1279,Anoka,East Bethel P-1,2787,1870
270031510,2022,US_HOUSE,REP,1307,Anoka,East Bethel P-2,2771,1920
270031515,2022,US_HOUSE,REP,1164,Anoka,East Bethel P-3,2461,1744
270031605,2022,US_HOUSE,REP,331,Anoka,Fridley W-1 P-1,1159,709
270031610,2022,US_HOUSE,REP,537,Anoka,Fridley W-1 P-2,1610,1173
270031615,2022,US_HOUSE,REP,369,Anoka,Fridley W-1 P-3,1750,990
270031620,2022,US_HOUSE,REP,337,Anoka,Fridley W-1 P-4,1235,740
270031705,2022,US_HOUSE,REP,296,Anoka,Fridley W-2 P-1,1179,658
270031710,2022,US_HOUSE,REP,719,Anoka,Fridley W-2 P-2,2589,1700
270031715,2022,US_HOUSE,REP,463,Anoka,Fridley W-2 P-3,1749,1119
270031805,2022,US_HOUSE,REP,390,Anoka,Fridley W-3 P-1,1376,832
270031810,2022,US_HOUSE,REP,687,Anoka,Fridley W-3 P-2,2510,1548
270031815,2022,US_HOUSE,REP,373,Anoka,Fridley W-3 P-3,1814,852
270031905,2022,US_HOUSE,REP,1074,Anoka,Ham Lake P-1,2290,1627
270031910,2022,US_HOUSE,REP,807,Anoka,Ham Lake P-2,1663,1253
270031915,2022,US_HOUSE,REP,1277,Anoka,Ham Lake P-3,2514,1793
270031920,2022,US_HOUSE,REP,867,Anoka,Ham Lake P-4,1777,1284
270031925,2022,US_HOUSE,REP,833,Anoka,Ham Lake P-5,1635,1232
270031930,2022,US_HOUSE,REP,837,Anoka,Ham Lake P-6,1711,1269
270032005,2022,US_HOUSE,REP,36,Anoka,Hilltop P-1,272,97
270032105,2022,US_HOUSE,REP,457,Anoka,Lexington P-1,1379,839
270032205,2022,US_HOUSE,REP,741,Anoka,Lino Lakes P-1,1857,1311
270032210,2022,US_HOUSE,REP,888,Anoka,Lino Lakes P-2,2206,1617
270032215,2022,US_HOUSE,REP,669,Anoka,Lino Lakes P-3,1578,1226
270032220,2022,US_HOUSE,REP,990,Anoka,Lino Lakes P-4,2429,1814
270032225,2022,US_HOUSE,REP,619,Anoka,Lino Lakes P-5,1575,1205
270032230,2022,US_HOUSE,REP,1131,Anoka,Lino Lakes P-6,2637,1952
270032235,2022,US_HOUSE,REP,1064,Anoka,Lino Lakes P-7,2436,1918
270032305,2022,US_HOUSE,REP,1162,Anoka,Linwood P-1,2389,1681
270032310,2022,US_HOUSE,REP,670,Anoka,Linwood P-2,1378,986
270032405,2022,US_HOUSE,REP,1156,Anoka,Nowthen P-1,2058,1534
270032410,2022,US_HOUSE,REP,667,Anoka,Nowthen P-2,1141,891
270032505,2022,US_HOUSE,REP,972,Anoka,Oak Grove P-1,1923,1411
270032510,2022,US_HOUSE,REP,997,Anoka,Oak Grove P-2,1838,1356
270032515,2022,US_HOUSE,REP,905,Anoka,Oak Grove P-3,1690,1241
270032520,2022,US_HOUSE,REP,499,Anoka,Oak Grove P-4,1022,736
270032605,2022,US_HOUSE,REP,1124,Anoka,Ramsey W-1 P-1,2637,1823
270032610,2022,US_HOUSE,REP,888,Anoka,Ramsey W-1 P-2,1800,1371
270032705,2022,US_HOUSE,REP,929,Anoka,Ramsey W-2 P-1,1829,1332
270032710,2022,US_HOUSE,REP,1241,Anoka,Ramsey W-2 P-2,2849,2005
270032805,2022,US_HOUSE,REP,884,Anoka,Ramsey W-3 P-1,2787,1636
270032810,2022,US_HOUSE,REP,302,Anoka,Ramsey W-3 P-2,759,496
270032815,2022,US_HOUSE,REP,333,Anoka,Ramsey W-3 P-3,896,588
270032905,2022,US_HOUSE,REP,923,Anoka,Ramsey W-4 P-1,2429,1649
270032910,2022,US_HOUSE,REP,828,Anoka,Ramsey W-4 P-2,2073,1418
270033005,2022,US_HOUSE,REP,1136,Anoka,Saint Francis P-1,2767,1645
270033010,2022,US_HOUSE,REP,1070,Anoka,Saint Francis P-2,2336,1518
270033105,2022,US_HOUSE,REP,594,Anoka,Spring Lake Park P-1A,1941,1197
270033110,2022,US_HOUSE,REP,770,Anoka,Spring Lake Park P-2,2239,1451
270050005,2022,US_HOUSE,REP,29,Becker,Atlanta Twp,63,40
270050010,2022,US_HOUSE,REP,136,Becker,Audubon,293,191
270050015,2022,US_HOUSE,REP,225,Becker,Audubon Twp,480,323
270050020,2022,US_HOUSE,REP,528,Becker,Burlington Twp,1095,747
270050025,2022,US_HOUSE,REP,30,Becker,Callaway,103,46
270050030,2022,US_HOUSE,REP,72,Becker,Callaway Twp,162,106
270050035,2022,US_HOUSE,REP,65,Becker,Carsonville Twp,160,110
270050040,2022,US_HOUSE,REP,383,Becker,Cormorant Twp,805,589
270050045,2022,US_HOUSE,REP,77,Becker,Cuba Twp,194,120
270050050,2022,US_HOUSE,REP,623,Becker,Detroit Twp P-1,1306,911
270050052,2022,US_HOUSE,REP,0,Becker,Detroit Twp P-2,0,0
270050055,2022,US_HOUSE,REP,568,Becker,Detroit Lakes W1 P1,1669,964
270050065,2022,US_HOUSE,REP,796,Becker,Detroit Lakes W2 P1,2062,1387
270050075,2022,US_HOUSE,REP,881,Becker,Detroit Lakes W3 P1,2150,1482
270050082,2022,US_HOUSE,REP,35,Becker,Eagle View Twp,98,58
270050085,2022,US_HOUSE,REP,581,Becker,Erie Twp,1248,882
270050090,2022,US_HOUSE,REP,93,Becker,Evergreen Twp,180,131
270050095,2022,US_HOUSE,REP,35,Becker,Forest Twp,83,70
270050100,2022,US_HOUSE,REP,304,Becker,Frazee,715,439
270050105,2022,US_HOUSE,REP,122,Becker,Green Valley Twp,235,177
270050110,2022,US_HOUSE,REP,63,Becker,Hamden Twp,136,94
270050115,2022,US_HOUSE,REP,288,Becker,Height Of Land Twp,514,389
270050120,2022,US_HOUSE,REP,178,Becker,Holmesville Twp,358,259
270050125,2022,US_HOUSE,REP,558,Becker,Lake Eunice Twp,1231,855
270050130,2022,US_HOUSE,REP,136,Becker,Lake Park,415,253
270050135,2022,US_HOUSE,REP,165,Becker,Lake Park Twp,354,257
270050140,2022,US_HOUSE,REP,583,Becker,Lake View Twp,1260,930
270050145,2022,US_HOUSE,REP,71,Becker,Maple Grove Twp,267,150
270050150,2022,US_HOUSE,REP,22,Becker,Ogema,85,34
270050155,2022,US_HOUSE,REP,352,Becker,Osage Twp,609,455
270050160,2022,US_HOUSE,REP,27,Becker,Pine Point Twp,141,59
270050165,2022,US_HOUSE,REP,33,Becker,Riceville Twp,59,43
270050170,2022,US_HOUSE,REP,209,Becker,Richwood Twp,424,318
270050175,2022,US_HOUSE,REP,35,Becker,Round Lake Twp,134,80
270050180,2022,US_HOUSE,REP,193,Becker,Runeberg Twp,338,236
270050185,2022,US_HOUSE,REP,76,Becker,Savannah Twp,136,112
270050190,2022,US_HOUSE,REP,89,Becker,Shell Lake Twp,225,158
270050195,2022,US_HOUSE,REP,150,Becker,Silver Leaf Twp,302,195
270050200,2022,US_HOUSE,REP,34,Becker,Spring Creek Twp,57,45
270050205,2022,US_HOUSE,REP,154,Becker,Spruce Grove Twp,225,182
270050210,2022,US_HOUSE,REP,145,Becker,Sugar Bush Twp,388,248
270050215,2022,US_HOUSE,REP,164,Becker,Toad Lake Twp,306,230
270050220,2022,US_HOUSE,REP,94,Becker,Two Inlets Twp,186,143
270050225,2022,US_HOUSE,REP,27,Becker,Walworth Twp,62,43
270050230,2022,US_HOUSE,REP,85,Becker,White Earth Twp,366,140
270050235,2022,US_HOUSE,REP,19,Becker,Wolf Lake,41,26
270050240,2022,US_HOUSE,REP,118,Becker,Wolf Lake Twp,171,138
270070005,2022,US_HOUSE,REP,41,Beltrami,Alaska Twp,132,106
270070010,2022,US_HOUSE,REP,6,Beltrami,Battle Twp,20,13
270070015,2022,US_HOUSE,REP,811,Beltrami,Bemidji Twp,1866,1327
270070020,2022,US_HOUSE,REP,237,Beltrami,Bemidji W-1,1117,684
270070025,2022,US_HOUSE,REP,420,Beltrami,Bemidji W-2,1588,903
270070030,2022,US_HOUSE,REP,573,Beltrami,Bemidji W-3,1774,1181
270070035,2022,US_HOUSE,REP,441,Beltrami,Bemidji W-4,1756,1066
270070040,2022,US_HOUSE,REP,601,Beltrami,Bemidji W-5,1869,1278
270070045,2022,US_HOUSE,REP,28,Beltrami,Benville Twp,69,37
270070050,2022,US_HOUSE,REP,37,Beltrami,Birch Twp,76,55
270070055,2022,US_HOUSE,REP,143,Beltrami,Blackduck,376,213
270070060,2022,US_HOUSE,REP,100,Beltrami,Buzzle Twp,198,144
270070065,2022,US_HOUSE,REP,70,Beltrami,Cormant Twp,116,84
270070070,2022,US_HOUSE,REP,66,Beltrami,Durand Twp,144,99
270070075,2022,US_HOUSE,REP,528,Beltrami,Eckles Twp,1168,778
270070080,2022,US_HOUSE,REP,508,Beltrami,Frohn Twp,1107,857
270070085,2022,US_HOUSE,REP,3,Beltrami,Funkley,11,5
270070090,2022,US_HOUSE,REP,576,Beltrami,Grant Valley Twp,1447,989
270070095,2022,US_HOUSE,REP,122,Beltrami,Hagali Twp,237,170
270070100,2022,US_HOUSE,REP,4,Beltrami,Hamre Twp,17,9
270070105,2022,US_HOUSE,REP,254,Beltrami,Hines Twp,435,332
270070110,2022,US_HOUSE,REP,84,Beltrami,Hornet Twp,122,100
270070115,2022,US_HOUSE,REP,83,Beltrami,Jones Twp,161,109
270070120,2022,US_HOUSE,REP,72,Beltrami,Kelliher,137,111
270070125,2022,US_HOUSE,REP,43,Beltrami,Kelliher Twp,82,68
270070130,2022,US_HOUSE,REP,205,Beltrami,Lammers Twp,397,270
270070135,2022,US_HOUSE,REP,82,Beltrami,Langor Twp,122,96
270070140,2022,US_HOUSE,REP,14,Beltrami,Lee Twp,19,15
270070145,2022,US_HOUSE,REP,234,Beltrami,Liberty Twp,522,380
270070150,2022,US_HOUSE,REP,38,Beltrami,Maple Ridge Twp,87,64
270070155,2022,US_HOUSE,REP,11,Beltrami,Minnie Twp,18,14
270070160,2022,US_HOUSE,REP,67,Beltrami,Moose Lake Twp,148,111
270070165,2022,US_HOUSE,REP,85,Beltrami,Nebish Twp,175,136
270070170,2022,US_HOUSE,REP,1115,Beltrami,Northern Twp,2443,1809
270070175,2022,US_HOUSE,REP,29,Beltrami,O'Brien Twp,38,30
270070180,2022,US_HOUSE,REP,14,Beltrami,Ponemah Prec,530,206
270070185,2022,US_HOUSE,REP,274,Beltrami,Port Hope Twp,502,396
270070190,2022,US_HOUSE,REP,26,Beltrami,Quiring Twp,45,32
270070195,2022,US_HOUSE,REP,31,Beltrami,Red Lake Agency Prec,1524,479
270070200,2022,US_HOUSE,REP,17,Beltrami,Redby Prec,887,281
270070202,2022,US_HOUSE,REP,9,Beltrami,Little Rock,511,234
270070205,2022,US_HOUSE,REP,59,Beltrami,Roosevelt Twp,163,114
270070210,2022,US_HOUSE,REP,81,Beltrami,Shooks Twp,118,86
270070215,2022,US_HOUSE,REP,18,Beltrami,Shotley Twp,33,27
270070220,2022,US_HOUSE,REP,29,Beltrami,Solway,48,40
270070225,2022,US_HOUSE,REP,12,Beltrami,Spruce Grove Twp,44,25
270070230,2022,US_HOUSE,REP,12,Beltrami,Steenerson Twp,19,16
270070235,2022,US_HOUSE,REP,46,Beltrami,Sugar Bush Twp,115,94
270070240,2022,US_HOUSE,REP,130,Beltrami,Summit Twp,198,145
270070245,2022,US_HOUSE,REP,44,Beltrami,Taylor Twp,83,58
270070250,2022,US_HOUSE,REP,167,Beltrami,Ten Lake Twp,596,404
270070255,2022,US_HOUSE,REP,67,Beltrami,Tenstrike,122,90
270070260,2022,US_HOUSE,REP,467,Beltrami,Turtle Lake Twp,1009,768
270070265,2022,US_HOUSE,REP,16,Beltrami,Turtle River,64,46
270070270,2022,US_HOUSE,REP,393,Beltrami,Turtle River Twp,947,726
270070275,2022,US_HOUSE,REP,11,Beltrami,Unorg Dist 1,25,17
270070280,2022,US_HOUSE,REP,6,Beltrami,Unorg Dist 2,20,9
270070285,2022,US_HOUSE,REP,48,Beltrami,Unorg Dist 3,141,93
270070290,2022,US_HOUSE,REP,41,Beltrami,Waskish Twp,96,70
270070295,2022,US_HOUSE,REP,56,Beltrami,Wilton,149,81
270070300,2022,US_HOUSE,REP,29,Beltrami,Woodrow Twp,50,41
270090005,2022,US_HOUSE,REP,315,Benton,Alberta Twp,535,387
270090010,2022,US_HOUSE,REP,662,Benton,Foley,1405,890
270090015,2022,US_HOUSE,REP,75,Benton,Gilman,134,94
270090020,2022,US_HOUSE,REP,342,Benton,Gilmanton Twp,593,451
270090025,2022,US_HOUSE,REP,313,Benton,Glendorado Twp,527,383
270090030,2022,US_HOUSE,REP,243,Benton,Graham Twp,391,294
270090035,2022,US_HOUSE,REP,310,Benton,Granite Ledge Twp,535,383
270090040,2022,US_HOUSE,REP,416,Benton,Langola Twp,696,514
270090045,2022,US_HOUSE,REP,398,Benton,Mayhew Lake Twp,629,473
270090050,2022,US_HOUSE,REP,372,Benton,Maywood Twp,633,465
270090055,2022,US_HOUSE,REP,683,Benton,Minden Twp P-1,1083,846
270090056,2022,US_HOUSE,REP,2,Benton,Minden Twp P-2,4,2
270090060,2022,US_HOUSE,REP,598,Benton,Rice,1229,804
270090067,2022,US_HOUSE,REP,0,Benton,Royalton,0,0
270090070,2022,US_HOUSE,REP,451,Benton,St Cloud W2 P1,1358,819
270090080,2022,US_HOUSE,REP,301,Benton,St Cloud W2 P3,1168,652
270090085,2022,US_HOUSE,REP,125,Benton,St Cloud W2 P4,951,299
270090090,2022,US_HOUSE,REP,518,Benton,St George Twp,856,647
270090095,2022,US_HOUSE,REP,467,Benton,Sartell P-2,1250,737
270090100,2022,US_HOUSE,REP,543,Benton,Sauk Rapids P-1,1390,914
270090105,2022,US_HOUSE,REP,492,Benton,Sauk Rapids P-2,1316,829
270090110,2022,US_HOUSE,REP,792,Benton,Sauk Rapids P-3,1796,1255
270090111,2022,US_HOUSE,REP,492,Benton,Sauk Rapids P-4,1503,862
270090112,2022,US_HOUSE,REP,962,Benton,Sauk Rapids P-5,2422,1540
270090113,2022,US_HOUSE,REP,0,Benton,Sauk Rapids P-6,0,0
270090115,2022,US_HOUSE,REP,184,Benton,Sauk Rapids Twp,387,269
270090120,2022,US_HOUSE,REP,1171,Benton,Watab Twp,2304,1651
270110005,2022,US_HOUSE,REP,51,Big Stone,Akron Twp,122,97
270110010,2022,US_HOUSE,REP,37,Big Stone,Almond Twp,66,59
270110015,2022,US_HOUSE,REP,20,Big Stone,Artichoke Twp,54,50
270110020,2022,US_HOUSE,REP,5,Big Stone,Barry,12,12
270110025,2022,US_HOUSE,REP,112,Big Stone,Big Stone Twp,211,174
270110030,2022,US_HOUSE,REP,44,Big Stone,Browns Valley Twp,91,81
270110031,2022,US_HOUSE,REP,47,Big Stone,Beardsley,129,86
270110035,2022,US_HOUSE,REP,101,Big Stone,Clinton,221,182
270110040,2022,US_HOUSE,REP,6,Big Stone,Correll,16,14
270110045,2022,US_HOUSE,REP,46,Big Stone,Foster Twp,89,76
270110050,2022,US_HOUSE,REP,191,Big Stone,Graceville,356,290
270110055,2022,US_HOUSE,REP,38,Big Stone,Graceville Twp,66,57
270110056,2022,US_HOUSE,REP,10,Big Stone,Johnson,18,12
270110060,2022,US_HOUSE,REP,31,Big Stone,Malta Twp,60,49
270110065,2022,US_HOUSE,REP,35,Big Stone,Moonshine Twp,53,47
270110070,2022,US_HOUSE,REP,30,Big Stone,Odessa,69,60
270110075,2022,US_HOUSE,REP,61,Big Stone,Odessa Twp,89,80
270110080,2022,US_HOUSE,REP,228,Big Stone,Ortonville P-1,544,387
270110082,2022,US_HOUSE,REP,114,Big Stone,Ortonville P-2,238,163
270110084,2022,US_HOUSE,REP,176,Big Stone,Ortonville P-3,383,274
270110086,2022,US_HOUSE,REP,37,Big Stone,Ortonville Twp,58,46
270110090,2022,US_HOUSE,REP,25,Big Stone,Otrey Twp,55,42
270110095,2022,US_HOUSE,REP,58,Big Stone,Prior Twp,133,105
270110100,2022,US_HOUSE,REP,20,Big Stone,Toqua Twp,27,25
270130005,2022,US_HOUSE,REP,132,Blue Earth,Amboy,317,217
270130010,2022,US_HOUSE,REP,141,Blue Earth,Beauford Twp,278,201
270130015,2022,US_HOUSE,REP,99,Blue Earth,Butternut Valley Twp,203,148
270130020,2022,US_HOUSE,REP,74,Blue Earth,Cambria Twp,183,140
270130025,2022,US_HOUSE,REP,61,Blue Earth,Ceresco Twp,109,86
270130030,2022,US_HOUSE,REP,80,Blue Earth,Danville Twp,161,122
270130035,2022,US_HOUSE,REP,390,Blue Earth,Decoria Twp,812,620
270130040,2022,US_HOUSE,REP,713,Blue Earth,Eagle Lake,1918,1305
270130045,2022,US_HOUSE,REP,210,Blue Earth,Garden City Twp,517,371
270130050,2022,US_HOUSE,REP,118,Blue Earth,Good Thunder,332,228
270130055,2022,US_HOUSE,REP,230,Blue Earth,Jamestown Twp,504,383
270130060,2022,US_HOUSE,REP,146,Blue Earth,Judson Twp P-1,327,263
270130062,2022,US_HOUSE,REP,19,Blue Earth,Judson Twp P-2,36,32
270130065,2022,US_HOUSE,REP,513,Blue Earth,Lake Crystal,1541,1055
270130070,2022,US_HOUSE,REP,244,Blue Earth,Le Ray Twp,541,387
